Question,Answer
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   B2C מסוג Transaction Broker.
 
2.   B2C מסוג Service Provider.
 
3.   C2B מסוג Service Provider.
 
4.   C2B מסוג Market Creator.
 
 .",1
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
2. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
3. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
4. תקלה טכנית בכונן קשיח חשוב בחברה
 
 .",1
"מהו ההיגד הנכון ביותר:
 
1. מחשב רזה יעבד בקלות תוכנה שמנה
  
2. תוכנה רזה תעבוד בקלות על מחשב שמן
  
3. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
4. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
 .",4
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע תפעולית 
2.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
3.  מערכת מידע תומכת החלטות 
4.  מערכת מידע ניהולית 
 .",1
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   אבטחת תוכנה
 
2.   בקרת גישה
 
3.   אבטחת תקשורת
 
4.   אבטחה פיסית
 
 .",2
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1.   שירות
 
2. עיצוב
 
3. ייצור
 
4.   נגרות
 
 .",4
"מי מהבאים יותר נכון לגבי ההבדל בין RAM ל- ROM?
 
1. ל-RAM יש נפח קטן יותר
 
2. RAM הוא זיכרון נדיף
 
3. RAM זו טכנולוגיה חדישה
 
4. ROM הוא זיכרון ניתן למחיקה
 
 .",3
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי פנימי
 
2.   נזק מגורם אנושי חיצוני
 
3.   נזק תקלה תכנית מתפעול המערכת
 
4. פיזי
 
 .",4
"מסחר מסוג B2C הוא מסחר שבו:
 
1. עסקים מוכרים ללקוחות
 
2. עסקים מקימים סביבות בהן לקוחות יכולים לסחור זה עם זה
 
3. לקוחות מוכרים לעסקים
 
4. לקוחות כותבים חוות דעת על עסקים
 
 .",2
"אילו מבין התשובות אינה אופציה לסוג מערכת המלצה קיימת?
 
1.    המלצה לפריטים הדומים לאלה שצורך המשתמש
  
2.    המלצות מותאמות משכורת שמאפשרת סוג קניות זה
  
3.    המלצה לפריטים על בסיס דמיון של המשתמש למשתמשים אחרים
  
4.    המלצה ע""פ רכישות דומות שבוצעו בעבר
  
 .",2
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב היישום והטמעה
 
2.   שלב העיצוב
 
3.   שלב התכנון
 
4.   שלב התחזוקה
 
 .",2
"מה מהבאים הינו תועלת בלתי מוחשית?
 
1.   אף תשובה אינה נכונה
 
2.   עלייה במוניטין החברה
 
3.   הגדלת המכירות
 
4.   צמצום בכוח אדם
 
 .",1
"ירדן פתחה חברה חדשה, וכרגע היא נמצאת בפיתוח אמצעי אבטחת התקשורת והאינטרנט. ירדן מאוד חוששת שמתחריה בסינגפור ינסו להיכנס לתקשורת שלה ולפגוע בה. באיזה כלי יכולה ירדן להשתמש על מנת להסיר את החשש מליבה?
 
1.   FIREWALL- ירדן צריכה להגדיר בחומת האש שהיא רוצה למנוע כניסת תקשורת מסינגפור
 
2.   וידוא זהות- בעזרת סיסמאות, כרטיסים, טביעות אצבע ועוד ירדן תגן על התקשורת באופן מוחלט
 
3.   גדרות ומנעולים- ירדן תבנה אבטחה פיזית שתמנע מהסינגפורים לחדור לתקשורת שלה
 
4.   אין לירדן מה לעשות חוץ מלהתפלל
 
 .",4
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   C2B מסוג Service Provider.
 
2.   B2C מסוג Service Provider.
 
3.   B2C מסוג Transaction Broker.
 
4.   C2B מסוג Market Creator.
 
 .",3
"תומר חווה ילדות קשה מאוד, כשכל חבריו לכיתה לעגו לו על כך שהוא חסר פיגמנטים. כעת, כשהוא איש חכם מאוד ויש לו עסק משלו, הוא מעוניין להקים רשת חברתית עבור אנשים לבקנים שיוכלו לשתף אחד את השני בחוויות הקשות שלהם. כיצד היית מגדיר את האתר שתומר יקים?
 
1.   Transaction broker
 
2.   Market creator
 
3.   Community provider
 
4.   Service provider
 
 .",1
"אילו מהבאים מאפיין טוב ארגון ללא כוונת רווח?
 
1. הוא ביזורי
 
2. בדר כלל אין בו השקעה במערכות מידע מתקדמות
 
3. יש לו הרבה הכנסות
 
4. הוא מודרני
 
 .",4
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. נדרש תהליך הטמעה ממושך
 
2. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
3. מערכת יקרה
 
4. כל התשובות נכונות
 
 .",2
"ירדן פתחה חברה חדשה, וכרגע היא נמצאת בפיתוח אמצעי אבטחת התקשורת והאינטרנט. ירדן מאוד חוששת שמתחריה בסינגפור ינסו להיכנס לתקשורת שלה ולפגוע בה. באיזה כלי יכולה ירדן להשתמש על מנת להסיר את החשש מליבה?
 
1.   FIREWALL- ירדן צריכה להגדיר בחומת האש שהיא רוצה למנוע כניסת תקשורת מסינגפור
 
2.   אין לירדן מה לעשות חוץ מלהתפלל
 
3.   גדרות ומנעולים- ירדן תבנה אבטחה פיזית שתמנע מהסינגפורים לחדור לתקשורת שלה
 
4.   וידוא זהות- בעזרת סיסמאות, כרטיסים, טביעות אצבע ועוד ירדן תגן על התקשורת באופן מוחלט
 
 .",1
"למה עוזרת מערכת המלצה?
 
1.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
2.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
3.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
4.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
 .",2
"מה מהבאים הוא אמצעי לאבטחת מערכת מידע?
 
1.     בקרת גישה
   
2.     אבטחת נתונים
   
3.     כל התשובות נכונות
   
4.     אבטחת תוכנה
   
 .",3
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
2. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
3. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
4. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
 .",1
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   אבטחת תקשורת
 
2.   בקרת גישה
 
3.   אבטחה פיסית
 
4.   אבטחת תוכנה
 
 .",2
"RFID יכול לשמש ל:
 
1. כל התשובות נכונות
 
2. מעקב אחרי פריטים שונים במחסן
 
3. מעקב אחר רכבים בכביש אגרה
 
4. תשלום אוטומטי בסופר
 
 .",1
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. תקלה טכנית בכונן קשיח חשוב בחברה
 
2. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
3. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
4. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
 .",1
"אם ארצה לאפשר למשתמש מחוץ לארגון בעיר אחרת לגלוש ברשת הארגונית שלי אשתמש ב-
 
1. FIREWALL
 
2. SSL
 
3.   VPN
 
4. NFC
 
 .",4
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר הזמנה
 
2.   מספר ת.ז
 
3.   מספר אישי
 
4.   שם פרטי
 
 .",3
"תומר חווה ילדות קשה מאוד, כשכל חבריו לכיתה לעגו לו על כך שהוא חסר פיגמנטים. כעת, כשהוא איש חכם מאוד ויש לו עסק משלו, הוא מעוניין להקים רשת חברתית עבור אנשים לבקנים שיוכלו לשתף אחד את השני בחוויות הקשות שלהם. כיצד היית מגדיר את האתר שתומר יקים?
 
1.   Community provider
 
2.   Market creator
 
3.   Transaction broker
 
4.   Service provider
 
 .",2
"מהו שדה מפתח ראשי?
 
1.   למעשה זהו שם אחר לשדה מפתח זר
 
2.   אוסף של תווים או מספרים
 
3.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
4. כל התשובות לא נכונות
 
 .",3
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
2. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
3. השם החדש של פייסבוק 
 
4. עולם המורכב מאווטרים
 
 .",1
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי פנימי
 
2.   נזק מגורם אנושי חיצוני
 
3. פיזי
 
4.   נזק תקלה תכנית מתפעול המערכת
 
 .",3
"מה מהבאים הוא אמצעי לאבטחת מערכת מידע?
 
1.     בקרת גישה
   
2.     אבטחת תוכנה
   
3.     כל התשובות נכונות
   
4.     אבטחת נתונים
   
 .",1
"DROPBOX, ICLOUD ו- GOOGLE DRIVE הם דוגמאות ל:
 
1.   B2C מסוג Service Provider.
 
2.   B2C מסוג Transaction Broker.
 
3.   C2B מסוג Service Provider.
 
4.   C2B מסוג Market Creator.
 
 .",4
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר חם
 
2.   אתר לוהט
 
3.   אתר פושר
 
4.   אתר קר
 
 .",3
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. עולם המורכב מאווטרים
 
2. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
3. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
4. השם החדש של פייסבוק 
 
 .",3
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   כניסה למייל זדוני
 
2.   כל התשובות נכונות
 
3.   שפיכת קפה על השרת של החברה
 
4.   דיווח על טכנולוגיות לחברה מתחרה
 
 .",4
